Titre;mois_sortie;annee_sortie;date_sortie;duree_min;genre1;réalisateur_1;actor_1;actor 2;note_spectators;Scer;tiolity 1;nomitions;language;real awards;first actor awards;Second actor awards
Prisoners of the Ghostland;2;2022;44601;103;Action;Sion Sono;Nicolas Cage;Sofia Boutella;1,3;Aaron Hendry;U.S.A.;0;Anglais;3;3;1
Privorot. Chernoe venchanie;6;2022;44742;92;Drame;Svyatoslav Podgaevskiy;Sabi Akhmedova;Igor Khripunov;3,1;Svyatoslav Podgaevskiy;Russie;0;Russe;;;0
Prochain arrêt, Noël;11;2022;44866;84;Drame;Dustin Rikert;Lyndsy Fonseca;Chandler Massey;3,1;Andrew Gernhard;U.S.A.;0;Anglais;0;0;0
Progressive Tailors Club;3;2022;44645;123;Comédie;Biodun Stephen;Femi Adebayo;Lateef Adedimeji;;;Nigéria;0;Anglais;;;
Pu Bu;10;2022;44858;129;Drame;Mong-Hong Chung;Alyssa Chia;Gingle Wang;3,1;Mong-Hong Chung;Taïwan;3;Chinois;9;;
Puaada;8;2021;44420;130;Comédie;Rupinder Chahal;Ammy Virk;Som Bajwa;3,0;;Inde;0;-;;0;0
Pulse;8;2021;44414;100;Drame;Sergii Chebotarenko;taliya Babenko;Dariya Barikhashvili;3,5;Maksym Chernysh;Ukraine;0;ukrainien;;;
Pure White;4;2023;45017;97;Drame;;Mert Fırat;Ece Çeşmioğlu;;;Turquie;0;Turc;;0;0
Pushpa: The Rise - Part 01;12;2021;44547;150;Action;Sukumar;Allu Arjun;Rashmika Mandan;3,2;Sukumar;Inde;0;Autre;;;
Pussy Cake;3;2023;45014;82;Epouvante-horreur;Pablo Parés;;;1,6;;Argentine;0;Espagnol;0;0;0
Qismat 2;9;2021;44463;155;Comédie;Jagdeep Sidhu;Tania;Sargun Mehta;2,7;Jagdeep Sidhu;Inde;0;Autre;;;0
Qu'est-ce qu'elle a ma famille ?;2;2022;44601;90;Drame;Hélène Angel;Sofia Essaïdi;Malik Zidi;3,5;Marie Deshaires;France;0;Français;1;0;1
Qu'est-ce qu'on a tous fait au Bon Dieu ?;4;2022;44657;98;Comédie;Philippe de Chauveron;Christian Clavier;Chantal Lauby;2,7;Philippe de Chauveron;France;0;Français;1;4;1
Qu'est-ce qu'on va faire de Jacques ?;2;2022;44610;90;Drame;Marie Garel-Weiss;Vincent Deniard;Maud Wyler;2,9;Marie Garel-Weiss;France;0;Français;1;0;0
Quarantaines;6;2021;44372;73;Comédie;Rock Brenner;Jean-Marie Villeneuve;Lucie Aron;3,2;Rock Brenner;France;0;Français, Anglais, Mandarin;;0;0
Quarante ans et des surprises;5;2022;44685;81;Comédie;;Erick Elías;Gaby Espino;;;Mexique;0;Espagnol;;0;
Que se passe-t-il à Vourles ?;10;2022;44850;90;Musical;Claire Dariol;;;2,7;;France;0;Français;;0;0
Que souffle la romance;12;2021;44532;99;Comédie;Michael Mayer;Michael Urie;Philemon Chambers;3,0;Chad Hodge;U.S.A.;0;Anglais;3;3;
Quem Vai Ficar Com Mário?;7;2021;44403;105;Comédie;Hsu Chien;Daniel Rocha;Felipe Abib;;Stella Miranda;Brésil;0;Portugais;;;0
Queenpins;10;2021;44470;110;Comédie;Aron Gaudet;Kristen Bell;Kirby Howell-Baptiste;2,8;Aron Gaudet;U.S.A.;0;Anglais;0;1;0
Radhe Shyam;1;2022;44575;150;Drame;;Prabhas Raju;Pooja Hegde;3,2;;Inde;0;Tamoul, Hindi;;;0
Raging Fire;5;2022;44707;126;Action;Benny Chan;Donnie Yen;Nicholas Tse;3,2;Benny Chan;Hong-Kong;0;Cantois;3;0;0
Raktha Sambandham;10;2021;44482;137;Drame;Era Saravan;Jyotika;Samuthirakani Pandiyaraj;;;Inde;0;Tamoul;;;0
Raame Aandalum Raavane Aandalum;9;2021;44462;112;Drame;Arisil Moorthy;Ramya Pandiyan;Vani Bhojan;;;Inde;0;Tamoul;;;
Rancune;10;2021;44477;105;Policier;Türkan Derya;Yılmaz Erdoğan;Cem Yiğit Üzümoglu;2,9;;Turquie;0;Turc;0;0;
Rathn Prapancha;10;2021;44490;147;Comédie;Rohith Padaki;Dhanjaya;Reba Monica John;;;Inde;0;-;;;
RattleSke: The Ahan Story;10;2022;44858;135;Drame;Ramsey Nouah;Stan Nze;Osas Ighodaro;3,0;;Nigéria;0;Anglais;0;;0
Raya et le dernier dragon;6;2021;44351;107;Aventure;Paul Briggs;Emilie Rault;Kelly Marie Tran;3,9;Adele Lim;U.S.A.;2;Anglais;;0;0
Recherche fiancé pour Noël;11;2022;44872;84;Romance;Gary Yates;Rachael Leigh Cook;Travis Van Winkle;3,0;Duane Poole;U.S.A.;0;Anglais, Espagnol;1;0;0
Reclus;1;2022;44567;92;Epouvante-horreur;David Casademunt;Inma Cuesta;Roberto Álamo;1,7;David Casademunt;Espagne;0;Espagnol;;1;2
Red Notice;11;2021;44512;118;Action;Rawson Marshall Thurber;Dwayne Johnson;Ryan Reynolds;3,1;Rawson Marshall Thurber;U.S.A.;0;Anglais;1;3;5
Red Rocket;2;2022;44594;131;Comédie;Sean Baker;Simon Rex;Bree Elrod;3,3;Sean Baker;U.S.A.;215;Anglais;2;0;
Redemption Day;4;2021;44299;99;Action;Hicham Hajji;Gary Dourdan;Serinda Swan;1,5;Hicham Hajji;U.S.A.;0;Anglais, Français;0;0;0
Règles de Trois;10;2022;44858;142;Drame;Neeraj Ghaywan;Fatima Sa Shaikh;Jaideep Ahlawat;3,1;Neeraj Ghaywan;Inde;0;Hindi;2;0;0
Reminiscence;8;2021;44433;116;Romance;Lisa Joy;Hugh Jackman;Rebecca Ferguson;2,8;Lisa Joy;U.S.A.;0;Anglais;1;2;1
Rendir los machos;2;2023;44973;80;Comédie dramatique;David Pantaleón;Alejandro Benito;Julio César (II);;David Pantaleón;Espagne;0;Espagnol;;;
Reno 911!: The Hunt For QAnon;2;2023;44968;84;Comédie;Robert Ben Garant;Carlos Alazraqui;Mary Birdsong;2,0;;U.S.A.;1;Anglais;0;0;0
Reprise en main;10;2022;44853;107;Comédie;Gilles Perret;Pierre Deladonchamps;Laetitia Dosch;3,9;Gilles Perret;France;0;Français;3;2;1
Resident Evil : Bienvenue à Raccoon City;11;2021;44524;107;Action;Johannes Roberts;Kaya Scodelario;Hanh John-Kamen;1,8;Johannes Roberts;Allemagne;0;Anglais;4;0;0
Restart the Earth;9;2022;44824;89;Action;Zhenzhao Lin;Mickey He;Michelle Ye;1,9;;Chine;0;Mandarin;;0;0
Retour au bercail;12;2021;44540;92;Aventure;Clare Knight;Isla Fisher;Guy Pearce;3,6;Harry Cripps;U.S.A.;0;Anglais;;1;1
Rêve;5;2023;45049;97;Drame;Omar Belkacemi;Mohamed Lefkir;Kouceila Mustapha;2,7;Omar Belkacemi;Algérie;0;Algérien;;;
Reverse;11;2022;44872;93;Policier;;Iván Hermés;Raúl Mérida;2,3;;Espagne;0;Espagnol;;0;0
Rhino;8;2022;44791;101;Biopic;Oleh Sentsov;Evhen Chernykov;Oleksandr Rudynskyi;2,3;Oleh Sentsov;Ukraine;9;ukrainien, Russe, Allemand;0;;
Ride Or Die;10;2022;44858;142;Drame;Ryuichi Hiroki;Kiko Mizuhara;Homi Satô;2,5;mi Kikkawa;Japon;0;Japois;0;0;
Ritsa: Three Colors of Love;5;2021;44327;91;Drame;Ahmed Yousry;Mahmoud Hemeida;Ahmed El Fishawy;2,8;;Egypte;0;Arabe;;0;0
Ritueel;1;2023;44933;120;Policier;Hans Herbots;Marie Vinck;Geert Van Rampelberg;2,5;Carl Joos;Belgique;0;Flamand;0;0;0
River of Time;3;2017;42802;;Biopic;;;;;;Grande-Bretagne;0;Anglais;;0;0
Riverdance : L'aventure animée;1;2022;44575;90;Animation;Eamonn Butler;Pierce Brosn;Brendan Gleeson;2,8;Dave Rosenbaum;Grande-Bretagne;0;Anglais;;4;7
Roberrt;4;2021;44310;166;Action;Tarun Sudhir;Darshan Thoogudeep;Vinod Prabhakar;3,0;;Inde;0;-;;;
Robotapocalypse;5;2023;45060;87;Action;Marcus Friendlander;Tito Ortiz;Katali Viteri;;Lauren Pritchard;U.S.A.;0;Anglais;;0;
Robuste;3;2022;44622;95;Comédie;Constance Meyer;Gérard Depardieu;Déborah Lukumue;2,6;Constance Meyer;France;2;Français;3;13;2
Rocky IV: Rocky Vs. Drago;3;2022;44636;;Action;Sylvester Stallone;Sylvester Stallone;Dolph Lundgren;4,0;Sylvester Stallone;U.S.A.;0;Anglais, Russe;5;5;0
Roohi;10;2022;44858;145;Bollywood;Hardik Mehta;Rajkummar Rao;Janhvi Kapoor;2,9;;Inde;0;Hindi;0;0;
Rookie;7;2022;44748;90;Drame;Lieven Van Baelen;Veerle Baetens;Matteo Simoni;2,3;;Belgique;0;Néerlandais;0;2;1
Romance des neiges;4;2021;44300;85;Romance;Jerry Ciccoritti;Trevor Donovan;Charlotte Sullivan;2,9;;U.S.A.;0;Anglais;0;0;0
Romance et pierres précieuses;4;2021;44314;90;Comédie;Philippe Lupien;Jocelyn Hudon;Jake Manley;3,4;Barbara Kymlicka;Cada;0;Anglais;;0;0
Ron Débloque;10;2021;44489;107;Aventure;Sarah Smith;Jack Dylan Grazer;Zach Galifiakis;3,9;Peter Baynham;U.S.A.;0;Anglais;2;;4
Rose;12;2021;44538;103;Comédie;Aurélie Saada;Françoise Fabian;Aure Atika;2,8;Yaël Langmann;France;4;Français;0;1;6
Rudra Thandavam;10;2021;44470;167;Policier;Mohan G.;;;2,6;;Inde;0;Tamoul;;0;0
Rumba la vie;8;2022;44797;103;Comédie;Franck Dubosc;Franck Dubosc;Lou Espinosa;3,3;Franck Dubosc;France;2;Français;4;4;
Runner;10;2022;44858;87;Romance;Andrius Blaževicius;Žygimantė Jakštaitė;Gelminé Glemžaité;3,0;;Lituanie;0;Lituanien;1;;
Rurôni Kenshin: Sai shûshô - The Beginning;7;2021;44407;;Action;Keishi Otomo;Takeru Satoh;Emi Takei;3,6;;Japon;0;Japois;0;;0
S.O.S. Fantômes : L'Héritage;12;2021;44531;124;Action;Jason Reitman;Carrie Coon;Finn Wolfhard;3,4;Gil Ken;U.S.A.;1;Anglais;7;1;0
Sabhaapathy;11;2021;44519;160;Comédie;R. Srinivasa Rao;Santham;Preethi Verma;;R. Srinivasa Rao;Inde;0;Tamoul;;0;
Safer at Home;6;2022;44714;82;Epouvante-horreur;Will Wernick;Jocelyn Hudon;Emma Laha;1,8;Will Wernick;U.S.A.;0;Anglais;;0;0
Sai;4;2021;44308;135;Drame;Amole Gupte;Parineeti Chopra;Paresh Rawal;;;Inde;0;Hindi;0;0;1
Saloum;1;2023;44951;84;Epouvante-horreur;Jean-Luc Herbulot;Yann Gael;Evelyne Ily J.;3,1;Jean-Luc Herbulot;Sénégal;1;Wolof, Français;0;0;
Salpetta;7;2021;44398;173;Action;Pa Ranjith;Arya;John Kokken;2,9;;Inde;0;Tamoul;0;0;
Salute;1;2022;44575;144;Action;Roshan Andrews;Dulquer Salmaan;Manoj K. Jayan;3,2;;Inde;0;Autre;0;0;0
Sam le pompier & le mystérieux Super-Héros;10;2021;44482;58;Aventure;;;;1,4;;;0;-;;0;0
Samhain;12;2022;44902;93;Drame;Kate Dolan;Carolyn Bracken (II);Hazel Doupe;2,1;Kate Dolan;Irlande;14;Anglais;;;0
Sans aucun remords;4;2021;44316;110;Action;Stefano Sollima;Michael B. Jordan;Jodie Turner-Smith;2,8;Taylor Sheridan;U.S.A.;0;Anglais;1;2;0
Sans Issue;4;2023;45040;110;Thriller;Darko Nikolic;Andjelka Prpic;Ljubomir Bandovic;1,9;Marko Popovic;Serbie;0;Serbe;0;;0
Sans répit;2;2022;44617;96;Action;Régis Blondeau;Franck Gastambide;Simon Abkarian;1,9;Régis Blondeau;France;0;Français;0;6;0
Sans Toi;1;2022;44573;76;Drame;Sophie Guillemin;Thierry Godard;Sophie Guillemin;3,0;Sophie Guillemin;France;0;Français;2;0;2
Sans un bruit 2;6;2021;44363;97;Fantastique;John Krasinski;Emily Blunt;John Krasinski;3,7;John Krasinski;U.S.A.;1;Anglais;2;1;2
Sardar Udham;10;2021;44484;162;Biopic;Shoojit Sircar;Vicky Kaushal;Stephen Hogan;3,6;;Inde;0;Hindi;0;0;0
SAS: Rise of the Black Swan;8;2021;44435;124;Action;Magnus Martens;Sam Heughan;Ruby Rose;2,1;Chad Thumann;Grande-Bretagne;0;Anglais;2;0;0
Satyameva Jayate 2;11;2021;44525;140;Action;Milap Zaveri;John Abraham (II);Divya Khosla Kumar;3,0;;Inde;0;Hindi;0;0;
Sauver qui est mort;5;2023;45048;90;Drame;Václav Kadrnka;Vojtěch Dyk;Zuza Mauréry;2,9;Václav Kadrnka;République tchèque;0;Tchèque;1;;0
Sauvetage au sommet;2;2023;44965;114;Action;Jun Lee;Yilong Zhu;Zhi-Zhong Huang;2,3;Jun Lee;Chine;0;Mandarin;;;
Scélérats;4;2021;44314;94;Comédie;;Caito Mainier;Samantha Schmütz;1,9;;Brésil;0;Portugais;;;
Scooby-Doo et la légende du Roi Arthur;5;2023;45077;76;Animation;Maxwell Atoms;Ted Barton;Spike Brandt;;;U.S.A.;0;Anglais;0;;0
See for Me;3;2022;44622;97;Epouvante-horreur;Randall Okita;Skyler Davenport;talie Brown;2,3;;Cada;0;Anglais;0;0;0
Seal Team : Une équipe de phoques !;12;2021;44561;100;Action;Greig Cameron;J.K. Simmons;Kristen Schaal;2,8;Greig Cameron;Afrique du Sud;0;Anglais;;5;0
Seance;10;2021;44493;92;Epouvante-horreur;Simon Barrett;Suki Waterhouse;Madisen Beaty;1,5;Simon Barrett;U.S.A.;0;Anglais;0;0;0
Sentinelle;3;2021;44260;80;Action;Julien Leclercq;Olga Kurylenko;Marilyn Lima;1,6;Julien Leclercq;France;0;Français;8;0;0
Seobok;8;2022;44784;115;Action;Yong-ju Lee;Bo-Gum Park;Gong Yoo;3,2;Yong-ju Lee;Corée du Sud;0;Coréen;;;0
Separation;12;2021;44531;107;Fantastique;William Brent Bell;Rupert Friend;Brian Cox;2,1;Nick Amadeus;U.S.A.;0;Anglais;0;1;1
Serre Moi Fort;9;2021;44447;97;Drame;Mathieu Amalric;Vicky Krieps;Arieh Worthalter;3,3;Mathieu Amalric;France;13;Français, Allemand;10;1;0
Service volé;11;2021;44522;90;Biopic;Jerome Foulon;Julie de Bo;Samuel Labarthe;3,4;Jerome Foulon;France;0;Français;0;0;0
Seule la joie;11;2022;44867;90;Drame;Henrika Kull;Kathari Behrens;Adam Hoya;3,1;Henrika Kull;Allemagne;0;Allemand, Anglais, Italien;;;
Sexual Drive;11;2022;44888;70;Drame;;Mami Hashimoto;Ryô Ikeda;2,8;;Japon;0;Japois;;;0
Shadow;9;2019;43734;116;Action;Yimou Zhang;Chao Deng;Li Sun (II);2,9;Wei Li;Chine;2;Mandarin;10;0;
Shake Your Cares Away;10;2022;44838;;Drame;Tom Shoval;Bérénice Bejo;Zeev Tene;2,5;Tom Shoval;Israël;0;Anglais, Hebreu, Français;;5;
Shang-Chi et la Légende des Dix Anneaux;9;2021;44440;132;Action;Destin Daniel Cretton;Simu Liu;Tony Leung Chiu-Wai;3,8;Dave Callaham;U.S.A.;1;Anglais;1;0;1
Shava Ni Girdhari Lal;1;2022;44580;;Comédie;Gippy Grewal;Gurpreet Ghuggi;Gippy Grewal;;Gippy Grewal;Inde;0;Hindi;0;0;0
She Will;11;2022;44895;95;Fantastique;Charlotte Colbert;Alice Krige;Kota Eberhardt;2,1;Kitty Percy;Grande-Bretagne;5;Anglais;;0;
Sherni;6;2021;44364;130;Drame;Amit Masurkar;Vidya Balan;Mukul Chadda;2,9;;Inde;0;Hindi;;1;
Shershaah;8;2021;44419;135;Action;Vishnu Vardhan;Sidharth Malhotra;Kiara Advani;3,2;;Inde;0;Hindi;0;0;0
Ships in the Night: A Martha's Vineyard Mystery;4;2021;44302;84;Policier;Mark Jean;Jesse Metcalfe;Sarah Lind;3,1;Gillian Horvath;U.S.A.;0;Anglais;0;0;0
Shyam Singha Roy;11;2022;44867;155;Drame;Rahul Sankrityan;ni;Sai Pallavi;;;Inde;0;Hindi;;;0
Si on chantait;11;2021;44503;95;Comédie;Fabrice Maruca;Jeremy Lopez;Alice Pol;3,2;Fabrice Maruca;France;0;Français;4;0;1
Silent Hours;10;2022;44858;156;Policier;Mark Greenstreet;James Weber Brown;Susie Amy;2,3;;Grande-Bretagne;0;Anglais;0;0;0
Silk Road;6;2021;44371;112;Drame;Tiller Russell;Nick Robinson;Jason Clarke;3,2;Tiller Russell;U.S.A.;1;Anglais;1;0;2
Silverland : la cité de glace;9;2021;44440;130;Aventure;Mikhail Lokshin;Fedor Fedotov;Sonia Priss;3,3;Roman Kantor;Russie;0;Russe, Anglais, Français;;;
Sing a Bit of Harmony;8;2022;44798;108;Animation;Yasuhiro Yoshiura;Tao Tsuchiya;Haruka Fukuhara;3,6;Yasuhiro Yoshiura;Japon;0;Japois;2;0;
Singam en campagne;11;2022;44872;145;Comédie dramatique;Delhi Prasad Deedayal;Vijay Sethupathi;Parthiban;;;Inde;0;Tamoul;;0;0
Sisterhood;10;2022;44858;90;Drame;Di Duma;Antonia Belazelkoska;Mia Giraud;2,8;Di Duma;Macédoine;0;macédonien;;;
Sivakumarin Sabadham;9;2021;44469;121;Comédie;Hiphop Tamizha Adhi;Hiphop Tamizha Adhi;Madhuri Jain;2,5;;Inde;0;Tamoul;0;0;
Skater Girl;6;2021;44358;107;Drame;Manjari Makijany;Rachel Saanchita Gupta;Amrit Maghera;3,4;Viti Makijany;U.S.A.;0;Anglais, Hindi;;;
Skateshop;6;2022;44737;62;Comédie;Zack Whyel;Andy Schrock;Giancarlo Purch;3,0;;U.S.A.;0;Anglais;;;
Skylines;5;2021;44328;110;Action;Liam O'Donnell;Lindsey Morgan;Jothan Howard (I);2,0;Liam O'Donnell;U.S.A.;0;Anglais;0;0;0
Slay;10;2022;44859;93;Comédie;Adze Ugah;Enhle Mbali Mlotshwa;Dawn Thandeka King;;;Afrique du Sud;0;Anglais;;;
Slumber Party Massacre;3;2022;44644;86;Comédie;Danishka Esterhazy;Hanh Gonera;Frances Sholto-Douglas;1,4;Suzanne Keilly;Afrique du Sud;0;Anglais;0;;0
Small Engine Repair;3;2022;44634;103;Comédie;John Pollono;Jon Bernthal;John Pollono;2,8;John Pollono;U.S.A.;0;Anglais;0;0;0
Ske Eyes;9;2021;44461;122;Action;Robert Schwentke;Henry Golding;Andrew Koji;2,2;Evan Spiliotopoulos;U.S.A.;0;Anglais;2;0;0
Soólè;11;2022;44875;116;Comédie;Kayode Kasum;Adunni Ade;Lateef Adedimeji;2,8;;Nigéria;0;Anglais, Autre;0;;
Solex dans les prés;10;2022;44853;110;Aventure;Dominique Rocher;Bruno Beuneux;Claire Bonvalet;2,8;Dominique Rocher;France;0;Français;;;
Solitary;2;2023;44972;89;Drame;;Lottie Tolhurst;Michael Condron;2,9;;Grande-Bretagne;0;Anglais;;0;0
Son;11;2021;44502;94;Epouvante-horreur;Ivan Kavagh;Andi Matichak;Emile Hirsch;2,1;Ivan Kavagh;Irlande;0;Anglais;0;0;4
Songbird;12;2020;44181;88;Drame;Adam Mason;K.J. Apa;Sofia Carson;2,0;Adam Mason;U.S.A.;0;Anglais;0;0;0
Songs for a Fox;10;2022;44858;125;Drame;Kristijos Vildzius;Lukas Maliuskas;Agnese Cīrule;3,0;Kristijos Vildzius;Lituanie;0;Lituanien;4;;
Soul Food;4;2022;44655;85;Comédie;Ferndo Grostein Andrade;Noah Schpp;Seu Jorge;2,4;;Brésil;0;Anglais;0;0;0
Soul of a Beast;5;2023;45047;110;Drame;Lorenz Merz;Pablo Caprez;Lu Wedler;3,3;Lorenz Merz;Suisse;0;Allemand;0;;0
Sous le ciel de Koutaïssi;2;2022;44615;151;Comédie;Aleksandre Koberidze;Giorgi Bochorishvili;Ani Karseladze;3,1;Aleksandre Koberidze;Géorgie;18;Géorgien;;;
Sous les palmiers, ma mère;4;2022;44680;110;Comédie;Paco Caballero;Carmen Machi;Quim Gutiérrez;2,5;Cristóbal Garrido;Espagne;0;Espagnol;;1;2
South of Heaven;2;2022;44593;125;Drame;Aharon Keshales;Jason Sudeikis;Evangeline Lilly;2,5;Aharon Keshales;U.S.A.;0;Anglais;7;2;6
South Park: Post Covid;3;2023;44998;59;Animation;Trey Parker;Trey Parker;Matt Stone;3,9;Trey Parker;U.S.A.;0;Anglais;1;1;0
South Park: Post Covid: Covid Returns;2;2023;44968;;Animation;Trey Parker;;;3,9;Trey Parker;U.S.A.;0;Anglais;1;0;0
Space Jam - Nouvelle ère;7;2021;44398;116;Animation;Malcolm D. Lee;LeBron James;Don Cheadle;2,0;Juel Taylor;U.S.A.;31;Anglais;0;0;3
Spencer;1;2022;44578;117;Biopic;Pablo Larraín;Kristen Stewart;Timothy Spall;2,6;Steven Knight;Grande-Bretagne;5;Anglais;4;9;2
Spider-Man : No Way Home - Version longue;9;2022;44811;157;Action;Jon Watts;Tom Holland;Zendaya;3,3;Chris McKen;U.S.A.;0;Anglais;5;1;2
Spider-Man: No Way Home;12;2021;44545;148;Action;Jon Watts;Tom Holland;Zendaya;3,9;Chris McKen;U.S.A.;1;Anglais;5;1;2
Spiral;9;2021;44454;92;Drame;Sofiene Mamdi;Sofiene Mamdi;Constantin Leu;3,2;Sofiene Mamdi;France;0;Français;0;0;
Spirale : L'Héritage de Saw;7;2021;44398;93;Epouvante-horreur;Darren Lynn Bousman;Chris Rock;Max Minghella;2,0;Pete Goldfinger;U.S.A.;0;Anglais;4;3;1
Spirit : l'indomptable;7;2021;44405;87;Aventure;Ennio Torresan Jr.;Isabela Merced;Marsai Martin;2,6;Aury Wallington;U.S.A.;0;Anglais;;0;0
Spiritwalker;11;2022;44882;109;Action;Jae-geun Yoon;Kyesang Yoon;Ji-Yeon Lim;3,3;Jae-geun Yoon;Corée du Sud;0;Coréen;;0;
Spoken;8;2021;44429;95;Epouvante-horreur;Tenill Ransom;Ryan Paynter;Steven Serbones;3,0;;U.S.A.;0;Anglais;;;
Springtime in Amsterdam;5;2023;45065;;Musical;Christof Loy;;;;;Pays-Bas;0;Anglais;;0;0
Star;11;2021;44521;160;Fantastique;Domin D'Silva;Prithviraj Sukumaran;Joju George;;;Inde;0;-;;0;
StarBeam : Le passage à la nouvelle année;12;2021;44544;47;Animation;;hanni Mitchell;Dean Petriw;2,9;;U.S.A.;0;Anglais;;;0
Stillwater;9;2021;44461;140;Drame;Tom McCarthy;Matt Damon;Camille Cottin;3,6;Tom McCarthy;U.S.A.;2;Anglais;9;4;2
Story of Dinda: Second Chance of Happiness;11;2022;44893;59;Drame;Ginti Ro;Aurélie Moeremans;Abima Aryasatya;;;Indonésie;0;Indonésien;;;
Strawberry Mansion;12;2022;44900;90;Aventure;Kentucker Audley;Kentucker Audley;Reed Birney;3,2;Kentucker Audley;U.S.A.;0;Anglais;0;0;0
Stuck Apart;1;2021;44204;96;Comédie;Yağmur Taylan;Engin Güydın;Haluk Bilginer;3,0;Berkun Oya;Turquie;0;Turc;0;0;0
Sublime;5;2023;45063;100;Drame;Mariano Biasin;Martin Miller;Teo Ima Chiabrando;2,7;Mariano Biasin;Argentine;0;Espagnol;;0;
Suga Suga;5;2022;44693;110;Comédie;Richards Omos-Iboyi;Ta Adela;Ayo Adesanya Hassan;;;Nigéria;0;Anglais;;;
Sundown;7;2022;44769;83;Drame;Michel Franco;Tim Roth;Charlotte Gainsbourg;3,1;;Mexique;3;Anglais, Espagnol;5;1;4
Sunny;9;2021;44461;93;Drame;Ranjith Sankar;Jayasurya;Vijayaraghavan;;Ranjith Sankar;Inde;0;Malais;;;
Super Speed;12;2022;44919;100;Action;Jem Chen;Hanh Quinlivan;Tsao Yu-Ning;2,8;Jem Chen;Taïwan;0;Mandarin;;;
Super Z;10;2022;44865;80;Comédie;Julien de Volte;Julien Courbey;Johan Libéreau;2,1;;France;0;Français;;0;2
Super-héros malgré lui;2;2022;44594;82;Action;Philippe Lacheau;Philippe Lacheau;Julien Arruti;3,0;Philippe Lacheau;France;1;Français;2;2;0
SuperCool;10;2022;44837;100;Comédie;Teppo Airaksinen;Jake Short;Miles J. Harvey;2,3;Olli Haikka;U.S.A.;0;Anglais;1;0;
Superhost;4;2022;44671;84;Thriller;Brandon Christensen;Sara Canning;Osric Chau;2,0;Brandon Christensen;U.S.A.;0;Anglais;0;0;0
Superstar;3;2022;44637;112;Drame;Akay Mason;ncy Isime;Timini Egbuson;;;Nigéria;0;Anglais;;;
Suprêmes;11;2021;44524;112;Biopic;Audrey Estrougo;Théo Christine;Sandor Funtek;3,4;Audrey Estrougo;France;2;Français;3;0;0
Sur la piste de Noël;12;2021;44540;90;Romance;Robert Vaughn (III);Drew Seeley;Holly Deveaux;3,0;Rickie Castaneda;U.S.A.;0;Anglais;0;0;0
Survive the Game;4;2022;44672;97;Action;James Cullen Bressack;Bruce Willis;Chad Michael Murray;1,3;Ross Peacock;U.S.A.;1;Anglais;0;1;1
Survivre ou Mourir;3;2023;45016;93;Drame;Jothan W. Stokes;Georgi Campbell;Luke Benward;2,4;Jothan W. Stokes;U.S.A.;0;Anglais;;0;0
Suzan Andler;6;2021;44349;91;Drame;Benoit Jacquot;Charlotte Gainsbourg;Niels Schneider;1,7;Benoit Jacquot;France;0;Français;2;4;2
Swan Song;12;2021;44547;112;Drame;Benjamin Cleary;Mahershala Ali;omie Harris;3,6;Benjamin Cleary;U.S.A.;2;Anglais;1;6;5
Sweet & Sour;10;2022;44858;101;Comédie;Kae-Byeok Lee;Ki-yong Jang;Soo-bin Chae;3,2;;Corée du Sud;0;Coréen;;;
Sweet Girl;8;2021;44430;96;Action;Brian Andrew Mendoza;Jason Momoa;Isabela Merced;2,5;Gregg Hurwitz;U.S.A.;0;Anglais;0;0;0
Sword Art Online - Progressive - Aria of a Starless Night;1;2022;44567;97;Action;Ayako Kôno;Yoshitsugu Matsuoka;Inori Mise;3,5;;Japon;0;Japois;;0;0
Tadap;12;2021;44533;125;Action;Milan Luthria;Ahan Shetty;Tara Sutaria;3,0;Rajat Arora;Inde;0;Hindi;2;;
Teeja Punjab;12;2021;44538;138;Drame;Amberdeep Singh;Amberdeep Singh;Nimrat Khaira;;Amberdeep Singh;Inde;0;Autre;0;0;
Teen Titans Go! See Space Jam;9;2021;44454;;Animation;;;;2,2;;U.S.A.;0;Anglais;;0;0
Tendance romance;7;2021;44378;85;Romance;Nicholas Humphries;Jocelyn Panton;Giles Panton;3,0;;Cada;0;Anglais;;0;0
Tersanjung : Le film;10;2022;44858;114;Drame;Hanung Bramantyo;Clara Berdeth;Giorgino Abraham;2,9;Hanung Bramantyo;Indonésie;0;Indonésien;;;
Thalaivi;9;2021;44449;153;Biopic;A.L. Vijay;Kanga Raut;Arvind Swamy;3,3;;Inde;0;Tamoul;0;0;0
Thalli Pogathey;12;2021;44554;123;Comédie;R. Kann;Atharvaa Murali;Anupama Parameswaran;;;Inde;0;Tamoul;0;;
The Alleys;1;2023;44932;116;Drame;Bassel Ghandour;Emad Azmi;Baraka Rahmani;3,4;Bassel Ghandour;Jordanie;0;Arabe;;;
The Beta Test;12;2021;44545;91;Thriller;Jim Cummings (II);Jim Cummings (II);Virginia Newcomb;2,4;Jim Cummings (II);U.S.A.;1;Anglais;0;0;0
The Birthday Cake;2;2022;44620;97;Policier;Jimmy Giannopoulos;Ewan McGregor;Val Kilmer;2,1;Jimmy Giannopoulos;U.S.A.;0;Anglais;;4;2
The Blazing World;4;2023;45039;101;Fantastique;Carlson Young;Carlson Young;Udo Kier;2,9;Carlson Young;U.S.A.;0;Anglais;0;0;1
